#Amusing_Name,redshift_amusing,def_name,SN_name,SN_type,pgc,hl_names(pgc),objtype,al1950,de1950,celposb(pgc),al2000,de2000,celposj(pgc),l2,b2,sgl,sgb,f_astrom,type,bar,ring,multiple,compactness,t,e_t,logd25,e_logd25,logr25,e_logr25,pa,brief,e_brief,ut,e_ut,bt,e_bt,vt,e_vt,it,e_it,kt,e_kt,ube,bve,vmaxg,e_vmaxg,vmaxs,e_vmaxs,vdis,e_vdis,mg2,e_mg2,m21,e_m21,mfir,vrad,e_vrad,vopt,e_vopt,v,e_v,ag,ai,incl,a21,logdc,btc,ubtc,bvtc,bri25,vrot,e_vrot,m21c,hic,vlg,vgsr,vvir,v3k,modz,e_modz,mod0,e_mod0,modbest,e_modbest,mabs,e_mabs,Pointings,RA_pointing,DEC_pointing,RA_SN,DEC_SN,Source,RA_DSS,DEC_DSS,offset_RA,offset_DEC
E508-G75,0.033246,E508-G75,SN2007cg,Ia,46959,2MASXJ13253335-2439085/6dFJ1325334-243909/AGC029613/ESO508-075/ESOLV5080750/IRAS13228-2423/PGC046959,G,13.3801854,-24.3924876,B132248.7-242333,13.4259386,-24.652353,J132533.4-243908,312.7239673,37.5698556,142.1864878,0.1895686,0,Sc,,,,,5.0,2.0,0.896,0.066,0.539,0.055,172.82,20.763,0.49,,,15.998,0.198,,,15.73,1.175,11.722,0.085,,,166.0,2.7,,,,,,,,,13.538,,,9939.0,32.2,9939.0,32.2,0.354,0.891,77.8,0.08,0.907,14.697,,,23.216,169.84,2.79,,,9733.4,9813.0,9896.8,10236.0,35.807,0.11,35.44,0.05,35.503,0.184,-20.806,0.27,1.0,13:25:34,-24:39:06,13:25:34,-24:39:08,P95,13:25:33.38,-24:39:08.47,9.315599999911228,0.4708000000093193
NGC7461,0.014249,NGC7461,SN2007hj,Ia,70290,2MASXJ23014831+1534566/CGCG430-051/MCG+02-58-056/NGC7461/PGC070290/UGC12314/UZC225918+15190,G,22.9886873,15.3133078,B225919.3+151848,23.0300861,15.5823889,J230148.3+153457,87.7500319,-39.6844158,305.4907164,30.8223046,0,S0,B,,,,-1.9,0.5,0.971,0.049,0.052,0.029,166.0,21.977,0.389,,,14.482,0.199,,,,,10.113,0.063,,,,,,,160.88,3.76,0.302,0.0060,,,,,,4236.5,19.4,4236.5,19.4,0.383,0.0,31.55,0.02,1.012,14.036,,,23.087,,,,,4492.1,4410.7,4322.3,3871.0,33.993,0.251,33.804,0.045,33.804,0.045,-19.768,0.204,1.0,23:01:48,15:35:01,23:01:48,15:35:11,P95,23:01:48.31,15:34:056.6,-4.649399999925663,14.3999600000015
anon15,0.080055,SN2007hx,SN2007hx,Ia,5070985,SN2007HX,sn,2.06499,-1.1373558,B020354.0-010814,2.1075278,-0.8994444,J020627.1-005358,160.5099504,-58.1891955,300.5318665,-17.4235286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.152,,,,,,,,,,,,,,,,,,,,,,,,,1.0,02:06:27,-0:53:58,02:06:27,-0:53:58,P95,02:06:027.1,00:53:058.0,-1.5012000000211856,6475.9998399999995
anon16,0.070048,GALEXMSCJ010545.98-004530.2,SN2007mm,Ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,01:05:45,-0:44:00,01:05:47,-0:45:32,P95,01:05:47,-0:45:32,--,--
anon17,0.056161,2MASXJ01372378-0018422,SN2007ol,Ia,1146479,2MASXJ01372378-0018422/PGC1146479/SDSSJ013723.77-001842.2/SDSSJ013723.78-001842.1/SDSSJ013723.78-001842.2/SDSSJ013723.79-001842.2,G,1.5806183,-0.5660126,B013450.2-003358,1.6232703,-0.3117252,J013723.8-001842,147.1907181,-61.0002124,299.045006,-10.2805543,0,E,,,,,-5.0,1.4,0.44,0.105,0.06,0.028,49.45,20.84,0.32,18.801,0.023,17.324,0.354,,,15.725,0.294,13.636,0.09,,,,,,,,,,,,,,,,16798.0,4.0,16798.0,4.0,0.103,0.0,42.34,0.02,0.454,16.968,,,23.264,,,,,16906.7,16849.2,16710.5,16502.8,36.964,0.065,,,36.964,0.065,-19.996,0.36,1.0,01:37:23,-0:18:43,01:37:24,-0:18:43,P95,01:37:23.77,00:18:42.21,3.403800000000956,2245.21072
UGC5378,0.013959,UGC5378,SN2007S,Ia,28949,2MASXJ10003193+0424254/AGC005378/CGCG036-016/IRAS09579+0438/MCG+01-26-008/NIBLES0974/PGC028949/PGC1267806/SDSSJ100031.98+042425.4/SDSSJ100031.99+042425.4/UGC05378/UZC095754+04390,G,9.9654371,4.6477204,B095755.6+043852,10.0088832,4.4070964,J100032.0+042426,234.3668251,43.3848398,96.6258327,-39.8922623,0,Sb,,,,,3.1,0.5,0.987,0.051,0.308,0.025,104.28,,,15.729,0.01,14.316,0.375,,,13.626,0.072,11.371,0.074,,,116.65,2.9,,,,,,,15.525,0.189,13.673,4159.8,3.3,4190.2,38.1,4160.1,3.1,0.121,0.449,64.14,0.04,0.986,13.716,,,22.479,129.64,3.26,15.487,1.771,3966.0,4024.0,4128.8,4505.5,33.888,0.263,33.762,0.042,33.762,0.042,-20.046,0.378,1.0,10:00:31,04:24:26,10:00:31,04:24:26,P95,10:00:31.98,04:24:25.55,-14.692799999943418,0.4529600000008571
NGC1109,0.02983,NGC1109,SN2007so,Ia,10660,2MASXJ02490037+1313257/CGCG440-015/IC1852/IRAS02462+1301/MCG+02-08-011/NGC1109/NGC1112/PGC010660/UGC02293/UZC024618+13010,G,2.7711719,13.0166267,B024616.2+130100,2.8167694,13.2238056,J024900.4+131326,161.9153783,-40.5838263,318.4680772,-22.6552371,0,Sc,B,,,,5.1,0.9,0.995,0.047,0.146,0.028,10.6,,,,,14.849,0.32,,,,,10.744,0.104,,,135.41,5.99,,,,,,,,,12.951,8456.0,8.1,8381.7,10.2,8427.1,26.0,0.544,0.251,45.55,0.02,1.041,14.008,,,23.286,189.69,8.62,,,8527.5,8470.7,8372.2,8208.5,35.434,0.13,,,35.434,0.13,-21.426,0.345,1.0,02:47:44,13:15:19,02:47:43,13:15:15,P95,02:49:00.37,13:13:025.7,-1160.5476000000094,109.29983999999777
IC3284,0.026131,IC3284,SN2008ar,Ia,40400,2MASXJ12243754+1050203/CGCG070-055/IC3284/NGC4325:[ZM98]0011/PGC040400/SDSSJ122437.55+105020.5/SDSSJ122437.56+105020.5/SDSSJ122437.56+105020.6/VCC0736,G,12.3680863,11.1160092,B122205.1+110658,12.4104306,10.8390738,J122437.6+105021,280.4799704,72.5317038,103.9302678,-4.2490194,0,SBab,B,R,,,1.8,2.0,0.743,0.067,0.044,0.027,,23.407,0.481,16.364,0.253,15.25,0.315,,,14.306,0.141,11.979,0.105,,,,,,,,,,,,,,,,7846.2,3.4,7846.2,3.4,0.16,0.054,26.57,0.02,0.757,14.958,0.108,,22.644,,,,,7731.4,7784.9,7939.2,8180.5,35.322,0.137,35.787,0.031,35.787,0.031,-20.829,0.316,1.0,12:24:38,10:50:21,12:24:38,10:50:17,P95,12:24:37.55,10:50:20.67,6.747600000051079,-3.6656799999967404
anon19,0.015087,SN2008bc,SN2008bc,Ia,5071274,SN2008BC,sn,9.6212754,-63.7472501,B093716.6-634450,9.642,-63.9738889,J093831.2-635826,283.6039157,-8.6040586,186.1247565,-34.2411615,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.135,,,,,,,,,,,,,,,,,,,,,,,,,1.0,09:38:34,-63:58:21,09:38:31,-63:58:26,P95,09:38:031.2,-63:58:026.0,-2.9999999999972715,3.999997773007635e-05
anon20,0.046031,[WLF2008]J140732.38-263305.6,SN2008cf,Ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,14:07:32,-26:33:06,14:07:33,-26:33:07,P95,14:07:33,-26:33:07,--,--
E284-G32,0.019173,ESO284-G032,SN2008ff,Ia,64319,2MASXJ20135626-4421040/ESO284-032/ESOLV2840320/FAIR0885/IRAS20104-4430/PGC064319,G,20.1743257,-44.5029754,B201027.6-443011,20.2322944,-44.3511111,J201356.3-442104,355.7690616,-32.8831995,222.2136498,27.3019531,0,S0-a,B,R,,,0.2,0.7,1.073,0.057,0.0,0.047,,20.123,0.326,,,13.7,0.2,,,,,10.108,0.055,,,,,,,,,,,,,11.839,,,5747.6,19.5,5747.6,19.5,0.219,0.0,0.0,0.02,1.094,13.395,,,22.806,,,,,5726.2,5737.0,5635.6,5591.0,34.569,0.193,,,34.569,0.193,-21.174,0.278,1.0,20:13:57,-44:21:04,20:14:00,-44:21:08,P95,20:13:56.26,-44:21:004.0,56.10239999996338,-4.000040000016725
anon21,0.05904,2MASXJ22104396-2047256,SN2008go,Ia,836926,2MASXJ22104396-2047256/6dFJ2210440-204726/NPM1G-21.0533/PGC836926,G,22.1328691,-21.037042,B220758.3-210213,22.1788774,-20.7904229,J221044.0-204726,33.863885,-52.8995665,260.6679715,29.680895,0,,,,,,,,0.64,0.079,0.1,0.028,38.5,,,,,16.75,0.354,,,14.245,0.079,12.142,0.138,,,,,,,,,,,,,,,,18679.5,42.9,18679.5,42.9,0.16,,38.13,0.02,,16.403,,,23.69,,,,,18794.7,18756.4,18625.2,18363.9,37.207,0.058,,,37.207,0.058,-20.804,0.359,1.0,22:10:44,-20:47:16,22:10:45,-20:47:17,P95,22:10:43.96,-20:47:25.52,15.620399999852452,8.52243999998592
M-02-01-14,0.038329,MCG-02-01-014,SN2008hj,Ia,282,2MASXJ00040151-1110275/6dFJ0004015-111027/MCG-02-01-014/PGC000282,G,0.0244192,-11.4526252,B000127.9-112709,0.0670872,-11.174213,J000401.5-111027,85.715967,-70.5384479,282.0791961,8.9702545,0,Sa,,R,,,1.3,1.3,0.951,0.047,0.091,0.027,,,,,,14.925,0.372,,,13.6,0.081,12.49,0.145,,,,,,,,,,,,,,,,11360.0,39.0,11360.0,39.0,0.155,0.096,38.02,0.02,0.962,14.532,,,23.306,,,,,11485.0,11430.7,11278.6,11017.6,36.089,0.096,,,36.089,0.096,-21.557,0.384,1.0,00:04:01,-11:10:24,00:04:02,-11:10:08,P95,00:04:01.51,-11:10:27.17,7.291199999999964,19.166800000000705
E570-G20,0.027705,ESO570-G020,SN2009aa,Ia,34991,6dFJ1123410-221614/ESO570-020/MCG-04-27-009/PGC034991,G,11.3532293,-21.9959094,B112111.6-215945,11.3947064,-22.2706104,J112340.9-221614,277.5489708,36.2384593,133.8698513,-26.6348794,0,Sb,,,,,3.2,2.1,0.863,0.053,0.207,0.024,75.0,,,,,15.065,0.39,,,13.335,0.075,12.325,0.057,,,,,,,,,,,,,,,,8306.2,55.4,8306.2,55.4,0.147,0.312,54.1,0.03,0.869,14.543,,,22.768,,,,,8039.7,8125.8,8204.1,8662.5,35.39,0.133,,,35.39,0.133,-20.847,0.412,1.0,11:23:36,-22:15:46,11:23:42,-22:16:15,P95,11:23:40.94,-22:16:014.2,15.854399999875568,-0.8025599999996302
M-03-10-52,0.025074,MCG-03-10-052,SN2009D,Ia,14075,2MASXJ03542465-1911250/6dFJ0354247-191125/AGC023036/ESO549-031/ESOLV5490310/IRAS03521-1920/MCG-03-10-052/PGC014075,?,3.8696689,-19.3364561,B035210.8-192011,3.9068551,-19.1902319,J035424.7-191125,212.2550428,-47.4315782,284.9611015,-46.9006479,0,Sb,,,,,3.2,1.3,1.05,0.049,0.361,0.034,25.52,21.406,0.321,,,14.845,0.196,,,13.033,0.078,11.277,0.08,,,164.4,3.67,,,,,,,16.292,0.245,,7509.7,7.1,7516.9,33.1,7510.0,5.2,0.228,0.528,68.38,0.05,1.057,14.033,,,23.236,176.84,4.0,16.247,2.214,7422.0,7415.9,7285.3,7410.0,35.131,0.149,,,35.131,0.149,-21.098,0.246,1.0,03:54:24,-19:11:20,03:54:23,-19:10:54,P95,03:54:24.68,-19:11:24.83,-25.17540000000338,30.834839999995722
NGC1080,0.026161,NGC1080,SN2009I,Ia,10416,2MASXJ02450993-0442388/6dFJ0245099-044239/AGC420231/IRAS02426-0455/MCG-01-08-003/NGC1080/PGC010416,G,2.7110771,-4.9209758,B024239.9-045516,2.7527597,-4.7107778,J024509.9-044239,178.39755,-54.8298317,299.410249,-27.7614207,0,SABc,B,,,,4.7,0.5,1.038,0.043,0.123,0.03,165.88,,,,,14.14,0.041,13.58,0.041,12.5,0.1,10.865,0.058,,,87.41,4.17,,,,,,,16.268,0.393,12.97,7848.0,11.5,7845.0,4.1,7845.4,2.6,0.136,0.209,42.34,0.02,1.046,13.752,,0.454,22.838,129.79,6.39,16.246,2.494,7878.0,7838.2,7704.0,7630.7,35.252,0.141,,,35.252,0.141,-21.5,0.147,1.0,02:45:10,-4:42:39,02:45:10,-4:42:49,P95,02:45:09.93,-04:42:038.8,0.9761999999909676,-10.199920000002649
CGCG048-051,0.027762,CGCG048-051,SN2011jt,Ia,53208,2MASXJ14532341+0258000/CGCG048-051/PGC053208/SDSSJ145323.39+025759.4/SDSSJ145323.39+025759.5/SDSSJ145323.40+025759.5/UZC145048+03100,G,14.8478025,3.1700336,B145052.1+031012,14.8898382,2.9665402,J145323.4+025800,358.5764847,52.1392325,121.9564265,29.2598937,0,Sb,,,,,3.0,2.0,0.721,0.077,0.143,0.029,6.9,21.619,0.261,16.79,0.215,15.56,0.326,,,14.493,0.091,12.178,0.141,,,,,,,,,,,,,,,,8320.3,3.1,8320.3,3.1,0.196,0.212,45.93,0.02,0.734,15.09,,,22.667,,,,,8288.0,8327.8,8456.9,8526.0,35.456,0.128,,,35.456,0.128,-20.365,0.35,1.0,14:53:23,02:58:00,14:53:23,02:57:43,P95,14:53:23.42,02:57:59.54,-6.262800000047264,-16.54471999999849
NGC975,0.020384,NGC0975,SN2012E,Ia,9735,2MASXJ02332274+0936063/AGC002030/CGCG414-017/MCG+01-07-009/NGC0975/PGC009735/UGC02030/UZC023036+09230,G,2.5116973,9.3823996,B023042.1+092257,2.5563167,9.60175,J023322.7+093606,160.3618863,-45.7314496,313.3071191,-20.4761602,0,S0-a,,,,,-0.1,0.4,0.926,0.071,0.129,0.028,0.5,,,,,14.162,0.319,,,,,9.982,0.051,,,171.09,10.14,,,,,,,17.141,0.242,,6118.9,4.3,6076.9,24.0,6117.6,5.8,0.322,0.052,46.12,0.02,0.947,13.696,,,22.454,237.36,14.4,17.12,3.424,6218.0,6161.1,6050.8,5879.5,34.723,0.179,,,34.723,0.179,-21.027,0.366,1.0,02:33:22,09:35:30,02:33:23,09:35:06,P95,02:33:22.74,09:36:006.3,3.898199999980534,-60.29999999999376
anon55,0.025017,IC0803NED01,SN2012G,Ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,12:39:36,16:35:16,12:39:35,16:35:12,P95,12:39:35,16:35:12,--,--
NGC7580,0.015967,NGC7580,SN2012gm,Ia,70962,2MASXJ23173637+1400034/AGC012481/CGCG431-034/IRAS23150+1343/KUG2315+137/LGG471:[G93]006/MCG+02-59-019/MRK0318/NGC7580/NIBLES2516/PGC070962/SDSSJ231736.39+140004.3/SDSSJ231736.40+140004.4/UGC12481/UZC231506+13440,G,23.2515985,13.7277154,B231505.8+134340,23.2934451,14.0010743,J231736.4+140004,91.0593152,-42.988947,304.4722176,26.7860229,0,Sb,,,,C,3.0,2.4,0.897,0.06,0.087,0.04,41.29,20.208,0.349,15.329,0.084,14.248,0.107,13.668,0.107,13.556,0.128,10.949,0.055,-0.245,0.51,98.45,3.2,,,,,,,15.371,0.14,12.632,4410.5,3.9,4410.4,1.7,4410.4,1.1,0.198,0.131,36.53,0.02,0.912,13.886,-0.135,0.489,22.326,165.4,5.91,15.35,1.464,4655.9,4575.2,4478.8,4043.3,34.073,0.242,,,34.073,0.242,-20.187,0.265,1.0,23:17:37,14:00:05,23:17:37,14:00:09,P95,23:17:036.4,14:00:03.87,8.964600000081191,5.132519999995111
anon41,0.043121,SN2013ao,SN2013ao,Ia,5072042,SN2013AO,sn,11.7035097,-20.2503487,B114212.6-201501,11.7457222,-20.5280556,J114444.6-203141,282.4968687,39.6825141,132.7476544,-21.5343849,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.174,,,,,,,,,,,,,,,,,,,,,,,,,1.0,11:44:45,-20:31:41,11:44:45,-20:31:41,P95,11:44:044.6,-20:31:041.0,6.001199999889195,0.00016000000044869012
anon40,0.068566,SN2013as,SN2013as,Ia,5072045,SN2013AS,sn,11.838717,-18.710648,B115019.4-184238,11.8811944,-18.9888889,J115252.3-185920,284.2470706,41.7481785,131.4824674,-19.3846785,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,1.0,11:52:52,-18:59:19,11:52:52,-18:59:20,P95,11:52:052.3,-18:59:020.0,-4.497600000001967,3.9999990519845596e-05
E306-G16,0.037332,ESO306-G016,SN2013az,Ia,17566,2MASXJ05395346-4030449/6dFJ0539535-403045/ESO306-016/ESOLV3060160/MCG-07-12-008/PGC017566,G,5.6379471,-40.5378489,B053816.6-403216,5.6648502,-40.5124525,J053953.5-403045,246.0329846,-30.2668756,236.073598,-60.3175364,0,Sa,,,,,1.0,2.0,1.043,0.039,0.222,0.026,150.98,21.67,0.257,,,14.994,0.189,,,12.693,0.081,10.615,0.113,,,,,,,208.5,23.83,,,,,,,,11185.3,34.4,11185.3,34.4,0.139,0.198,57.94,0.03,1.047,14.517,,,23.704,,,,,10953.7,10995.5,10891.1,11248.6,36.013,0.1,,,36.013,0.1,-21.496,0.214,1.0,05:39:53,-40:30:45,05:39:52,-40:30:28,P95,05:39:53.46,-40:30:44.83,-21.91079999998351,16.829000000015526
anon39,0.019163,2MASXJ13265081-1001263,SN2013bz,Ia-pec,170248,2MASXJ13265081-1001263/2MIG1854/PGC170248,G,13.4035542,-9.7647358,B132412.8-094553,13.4474469,-10.0239861,J132650.8-100126,317.1383529,51.8683939,128.2913476,4.824737,0,Sc,,,,,4.7,1.2,1.025,0.047,0.507,0.028,150.67,,,,,15.39,0.5,,,13.573,0.114,11.643,0.087,,,159.55,8.83,,,,,,,17.066,0.6,,5795.0,8.6,5745.0,41.0,5792.9,9.3,0.193,0.825,76.44,0.07,1.023,14.34,,,23.331,164.13,9.1,16.995,2.655,5635.9,5705.0,5824.1,6101.2,34.647,0.186,,,34.647,0.186,-20.307,0.534,1.0,13:26:51,-10:01:31,13:26:51,-10:01:32,P95,13:26:50.81,-10:01:26.35,2.8674000000251,-5.650040000001155
E287-G40,0.034131,ESO287-G040,SN2013fy,Ia,67061,2MASXJ21372818-4702090/6dFJ2137282-470209/AM2134-471/ESO287-040/ESOLV2870400/PGC067061,G,21.5699929,-47.260871,B213412.0-471539,21.6244826,-47.035701,J213728.1-470209,351.8266143,-47.363156,234.1642365,17.4528202,0,SABb,B,R,,,3.6,2.1,1.049,0.038,0.11,0.025,135.09,21.88,0.46,,,14.3,0.2,,,,,10.574,0.072,0.6,0.82,,,,,123.3,49.27,,,,,,,,9254.0,21.0,9254.0,21.0,0.123,0.173,40.51,0.02,1.057,13.943,,,23.091,,,,,9228.8,9232.5,9098.8,9056.9,35.623,0.119,,,35.623,0.119,-21.679,0.233,1.0,21:37:28,-47:02:07,21:37:27,-47:01:55,P95,21:37:28.14,-47:02:08.52,-17.060399999900255,13.52360000002193
NGC7119A,0.032912,NGC7119A,SN2014at,Ia,67325,ESO288-002/ESOLV2880020/IRAS21430-4644/NGC7119A/PGC067325,G,21.7174462,-46.7475518,B214302.8-464451,21.7711048,-46.516243,J214616.0-463058,352.161952,-48.9405854,235.6982345,16.8286382,1,SBbc,B,,M,,4.4,0.6,0.845,0.074,0.184,0.035,140.59,21.458,0.305,,,13.44,0.26,,,,,,,,,,,,,,,,,,,12.443,,,9875.0,49.0,9875.0,49.0,0.083,0.305,50.71,0.03,0.846,12.988,,,21.064,,,,,9852.7,9854.8,9718.2,9671.7,35.76,0.112,,,35.76,0.112,-22.772,0.283,1.0,21:46:15,-46:31:06,21:46:15,-46:31:21,P95,21:46:15.98,-46:30:58.47,-14.65920000002825,-22.52519999999265
NGC1578,0.020374,NGC1578,SN2014cd/SN2013fz,Ia/Ia,15025,2MASXJ04234665-5135579/ESO202-014/ESOLV2020140/FAIR0771/IRAS04224-5142/NGC1578/PGC015025,G,4.374989,-51.7136584,B042230.0-514249,4.3962917,-51.5994167,J042346.7-513558,259.6504039,-43.581774,237.9441658,-43.2041108,0,Sa,,,,,1.2,0.7,1.082,0.033,0.134,0.022,165.05,21.29,0.234,,,13.901,0.049,13.111,0.049,11.92,0.083,9.878,0.048,,0.8,,,,,,,,,,,13.007,,,6173.1,20.5,6173.1,20.5,0.06,0.134,45.7,0.02,1.082,13.629,,0.7,22.887,,,,,5966.1,6001.8,5866.0,6160.7,34.662,0.185,,,34.662,0.185,-21.033,0.192,1.0,04:23:47,-51:35:58,04:23:47/04:23:47.19,-51:36:03/-51:36:02.92,P95,04:23:46.65,-51:35:057.9,5.248200000050929/8.0982000000688,-5.099880000005896/-5.019880000011767
anon51,NULL,anon51-null,CSP12N,Ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,12:38:16,-15:06:33,12:38:16,-15:06:32,P95,12:38:16,-15:06:32,--,--
anon38,NULL,2MASXJ01460987-6727579,CSP13aad,Ia,295277,2MASXJ01460987-6727579/PGC295277,G,1.7466942,-67.7156064,B014448.1-674256,1.7694083,-67.4660833,J014609.9-672758,295.0201314,-48.8128098,229.7885035,-19.3738908,0,,,,,,,,0.57,0.087,0.15,0.028,47.0,,,,,16.89,0.5,,,15.57,0.073,12.97,0.21,,,,,,,,,,,,,,,,,,,,0.105,,45.87,0.02,,16.785,,,23.48,,,,,,,,,,,,,,,,,1.0,01:46:09,-67:28:01,01:46:09,-67:28:00,P95,01:46:09.87,-67:27:057.9,-13.048200000015697,-2.1001200000284825
anon35,NULL,2MASXJ05583036-6333386,CSP13aao,Ia,3705858,2MASXJ05583036-6333386,g,5.969729,-63.5627533,B055811.0-633346,5.9751,-63.5607222,J055830.4-633339,272.9223426,-29.9338233,214.7490895,-41.1541481,0,,,,,,,,,,,,115.0,,,,,,,,,,,13.057,0.088,,,,,,,,,,,,,,,,,,,,0.226,,,,,,,,,,,,,,,,,,,,,,,,,1.0,05:58:30,-63:33:38,05:58:30,-63:33:38,P95,05:58:30.36,-63:33:038.6,-5.399999999974625,0.5999200000132987
anon34,NULL,anon34-null,CSP13aaq,Ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,04:19:47,-63:43:22,04:19:47,-63:43:22,P95,04:19:47,-63:43:22,--,--
anon31,NULL,2MASXJ06380745-7543288,CSP13abl,Ia,243186,2MASXJ06380745-7543288/PGC243186,G,6.6644878,-75.6775246,B063952.2-754039,6.6354028,-75.7246667,J063807.5-754329,286.8875426,-27.0420249,207.6509376,-29.94165,0,,,,,,,,0.79,0.064,0.16,0.028,80.0,,,,,15.71,0.5,,,14.35,0.074,12.631,0.451,,,,,,,,,,,,,,,,,,,,0.431,,47.21,0.02,,15.279,,,23.4,,,,,,,,,,,,,,,,,1.0,06:38:07,-75:43:37,06:38:07,-75:43:37,P95,06:38:07.45,-75:43:028.8,-6.751199999990831,-8.199879999989435
anon42,NULL,2MASXJ02022241-6544090,CSP13Q,Ia,310643,2MASXJ02022241-6544090/PGC310643,G,2.0178244,-65.9759734,B020104.2-655834,2.0395583,-65.7358333,J020222.4-654409,291.7443737,-49.8232311,231.4010757,-21.1881752,0,,,,,,,,0.46,0.102,0.12,0.028,105.0,,,,,17.2,0.5,,,16.01,0.073,13.988,0.273,,,,,,,,,,,,,,,,,,,,0.147,,41.47,0.02,,17.053,,,23.24,,,,,,,,,,,,,,,,,1.0,02:02:22,-65:44:07,02:02:22,-65:44:09,P95,02:02:22.41,-65:44:009.0,-6.148200000004067,-0.00012000000992884452
anon28,NULL,2MASXJ06134795-6755146,CSP14aaq,Ia,3708581,2MASXJ06134795-6755146/6dFJ0613480-675515,G,6.2329503,-67.9038618,B061358.6-675414,6.2299917,-67.9207083,J061348.0-675515,277.9718108,-28.5050691,211.3031925,-37.3663243,0,E,,,,,-5.0,2.0,,,,,70.0,,,,,,,,,,,10.563,0.08,,,,,,,218.81,12.62,,,,,,,,10781.5,26.4,10781.5,26.4,0.263,,,,,,,,,,,,,10516.0,10577.3,10471.3,10859.7,35.926,0.104,,,35.926,0.104,,,1.0,06:13:48,-67:55:15,06:13:48,-67:55:15,P95,06:13:47.97,-67:55:14.55,0.4481999999939035,-0.45011999999928776
anon27,NULL,anon27-null,CSP14aar,Ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,05:48:23,-66:47:30,05:48:23,-66:47:30,P95,05:48:23,-66:47:30,--,--
anon22,NULL,PGC547157,CSP14abn,Ia,547157,2MASXJ13560316-4334319/6dFJ1356032-433432/PGC547157,G,13.8830784,-43.3310987,B135259.1-431952,13.9342179,-43.5755215,J135603.2-433432,315.1505279,17.7579749,162.1091429,-0.176677,0,,,,,,,,0.73,0.07,0.2,0.028,166.5,20.943,0.809,,,16.7,0.5,,,14.505,0.079,12.781,0.07,,,,,,,145.5,33.09,,,,,,,,6755.9,34.7,6755.9,34.7,0.374,,52.05,0.03,,16.258,,,24.09,,,,,6526.6,6608.3,6636.4,6987.0,34.922,0.164,,,34.922,0.164,-18.664,0.526,1.0,13:56:04,-43:35:09,13:56:04,-43:35:10,P95,13:56:03.18,-43:34:31.88,12.233400000013717,-38.12260000001402
anon52,0.06,GALEXASCJ101741.80-072452.2,LSQ12agq,Ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,10:17:42,-7:24:54,10:17:42,-7:24:54,P95,10:17:42,-7:24:54,--,--
anon53,0.1,GALEXASCJ105517.85-141757.2,LSQ12aor,Ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,10:55:18,-14:18:00,10:55:18,-14:18:01,P95,10:55:18,-14:18:01,--,--
anon54,0.105,2MASXJ05310364-1948063,LSQ12ca,Ia,850292,2MASXJ05310364-1948063/PGC850292,G,5.481605,-19.8381328,B052853.8-195017,5.5176778,-19.80175,J053103.6-194806,222.8249419,-26.2418389,281.7721818,-69.6119861,0,,,,,,,,0.59,0.085,0.4,0.028,24.0,,,,,17.58,0.5,,,,,13.383,0.077,,,,,,,,,,,,,,,,,,,,0.212,,68.8,0.05,,17.368,,,24.27,,,,,,,,,,,,,,,,,1.0,05:31:04,-19:47:59,05:31:04,-19:47:59,P95,05:31:03.64,-19:48:006.3,5.398799999977655,7.299999999982276
